Precinct,Race,LEG,CC,CG,CounterGroup,Party,CounterType,SumOfCount
AUB 31-0058,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Counted,124
AUB 31-0058,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0058,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Yes,25
AUB 31-0062,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,No,193
AUB 31-0062,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Registered Voters,649
AUB 31-0062,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Blank Voted,0
AUB 31-0062,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Counted,248
AUB 31-0062,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0062,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Yes,55
AUB 31-0063,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,No,91
AUB 31-0063,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Registered Voters,283
AUB 31-0063,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Blank Voted,0
AUB 31-0063,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Counted,103
AUB 31-0063,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0063,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Yes,12
AUB 31-0064,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,No,56
AUB 31-0064,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Registered Voters,420
AUB 31-0064,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Blank Voted,0
AUB 31-0064,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Counted,76
AUB 31-0064,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0064,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Yes,20
AUB 31-0065,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,No,58
AUB 31-0065,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Registered Voters,306
AUB 31-0065,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Blank Voted,0
AUB 31-0065,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Counted,93
AUB 31-0065,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0065,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Yes,35
AUB 31-0069,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,No,93
AUB 31-0069,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Registered Voters,309
AUB 31-0069,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Blank Voted,0
AUB 31-0069,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Counted,119
AUB 31-0069,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0069,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Yes,26
AUB 31-0070,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,No,157
AUB 31-0070,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Registered Voters,657
AUB 31-0070,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Blank Voted,0
AUB 31-0070,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Counted,198
AUB 31-0070,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0070,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Yes,41
AUB 31-0078,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,No,96
AUB 31-0078,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Registered Voters,407
AUB 31-0078,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Blank Voted,1
AUB 31-0078,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Counted,130
AUB 31-0078,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0078,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Yes,33
AUB 31-0080,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,No,183
AUB 31-0080,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Registered Voters,739
AUB 31-0080,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Blank Voted,2
AUB 31-0080,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Counted,236
AUB 31-0080,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0080,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Yes,51
AUB 31-0081,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,No,117
AUB 31-0081,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Registered Voters,462
AUB 31-0081,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Blank Voted,0
AUB 31-0081,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Counted,164
AUB 31-0081,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0081,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Yes,47
AUB 31-0082,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,No,122
AUB 31-0082,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Registered Voters,403
AUB 31-0082,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Blank Voted,0
AUB 31-0082,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Counted,156
AUB 31-0082,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0082,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Yes,34
AUB 31-0083,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,No,114
AUB 31-0083,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Registered Voters,487
AUB 31-0083,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Blank Voted,0
AUB 31-0083,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Counted,155
AUB 31-0083,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Over Voted,0
AUB 31-0083,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Yes,41
AUB 31-3299,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,No,96
AUB 31-3299,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Registered Voters,248
AUB 31-3299,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Blank Voted,0
AUB 31-3299,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Counted,112
AUB 31-3299,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Over Voted,0
AUB 31-3299,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Yes,16
AUB 31-3335,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,No,186
AUB 31-3335,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Registered Voters,737
AUB 31-3335,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Blank Voted,0
AUB 31-3335,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Counted,251
AUB 31-3335,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Over Voted,0
AUB 31-3335,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Yes,65
AUB 31-3405,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,No,165
AUB 31-3405,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Registered Voters,650
AUB 31-3405,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Blank Voted,0
AUB 31-3405,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Counted,209
AUB 31-3405,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Times Over Voted,0
AUB 31-3405,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,7,8,Total,NP,Yes,44
AUB 47-0041,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,7,8,Total,NP,No,132
